SourceFileId,TripEndTime,VehicleId,TripDistance,DriveFuel,DriveFuelEconomy,DistanceAvgLoadFactor,Drivetime,StopIdleTime,StopIdleFuel,StopIdlePercent,BrakeCount,HardBrakeCount,EngineBraketime,CruiseTime,OverSpeedAtime,OverSpeedBtime,EngineFantime,TopGearDistance,TopGearMinusOneDistance,DistanceAvgvehiclespeed
28428,8/21/2016,267,262984,37654.13,6.98,0.46,16383744,8155008,1007.13,0.32,61678,50,767376,4169736,5520348,125460,15699924,243565.7,9925.1,57.79
40610,9/5/2017,267,2507.9,359.25,6.98,0.47,153756,36612,3.5,0.19,490,1,1041372,45576,64188,432,58536,2337,78.9,58.72
28426,8/21/2016,273,280466.4,40142.25,6.99,0.46,17745948,6525000,594.13,0.26,112582,81,279792,8754660,3891312,98460,19854432,259647.9,10446.6,56.9
28427,8/21/2016,273,280466.4,40142.25,6.99,0.46,17745948,6525000,594.13,0.26,112582,81,279792,8754660,3891312,98460,19854432,259647.9,10446.6,56.9
39586,3/18/2017,268,55344.2,7906,7,0.46,3410028,1757664,157,0.33,17896,30,88272,2240028,151668,15768,2479788,52135.8,1461.3,58.43
28707,10/23/2016,275,153192.2,21894.87,7,0.46,9459396,9860976,1940.25,0.5,35590,60,76608,5045508,454140,31572,14160456,143537,4856.5,58.3
40187,5/16/2017,274,6601.2,942.5,7,0.47,397872,151092,23.75,0.27,1810,2,176436,263664,241632,2232,226548,6221.7,164.5,59.73
39158,1/10/2017,262,20921.1,2986.5,7.01,0.47,1307160,1129716,140.38,0.45,4778,2,232704,801324,38628,972,534924,19691.2,597.4,57.62
40621,9/15/2017,257,6222.9,887.88,7.01,0.45,407196,132048,15.38,0.24,2001,3,470520,183924,7776,108,418788,5644.5,344.4,55.02
27935,8/23/2016,254,284182.3,40537.62,7.01,0.44,18684544,3362998,416.5,0.15,103544,49,193266,9596520,227915,13943,18615443,267907.3,7605.7,54.75
28441,8/23/2016,254,284182.3,40537.62,7.01,0.44,18684540,3363012,416.5,0.15,103544,49,193284,9596520,227916,13932,18615456,267907.3,7605.7,54.75
40677,10/23/2017,253,7459,1062.25,7.02,0.46,458892,210420,17,0.3,2745,8,133740,142740,195732,75312,519300,303.1,100.1,58.52
40580,8/6/2017,267,8872,1264,7.02,0.45,571860,866952,98.25,0.59,2866,2,1026576,125352,197028,4752,926424,8001.8,446.9,55.85
40620,9/15/2017,280,7460.2,1061.63,7.03,0.47,456336,41868,7.25,0.08,1908,1,564516,265968,162540,2052,383832,7052.5,192.9,58.85
40216,5/21/2017,282,33422,4751.88,7.03,0.45,2120868,520128,42.25,0.19,8418,4,281412,1362384,168084,6480,885240,31557.9,792.4,56.73
40606,9/3/2017,339,27468,3904.38,7.04,0.44,1795824,1509480,153.38,0.44,16306,109,20628,920736,87120,4572,2889972,23068.1,164.6,55.06
40679,10/23/2017,273,2395.9,340.25,7.04,0.44,171864,12672,1.63,0.07,1907,1,307908,77076,23112,72,17532,2055.8,157.4,50.19
40595,8/25/2017,264,13650.2,1937.75,7.04,0.44,875916,662472,78.25,0.42,6017,6,68904,657756,47412,9720,868860,12961.6,233.2,56.1
40720,11/30/2017,262,6550.6,930.63,7.04,0.48,392040,73332,8,0.15,1113,2,487584,300168,15228,1080,256500,6322.4,91.2,60.15
39303,2/5/2017,262,8855.2,1256,7.05,0.47,548424,176688,19.13,0.23,1951,5,248472,326952,22428,900,185688,8357.3,238,58.13
39778,4/4/2017,276,3428.9,486.13,7.05,0.46,214128,107208,8.5,0.32,1140,1,786528,122256,9504,1332,98136,3145.8,150.1,57.65
40252,5/26/2017,278,11378.9,1614,7.05,0.43,744912,609372,131.25,0.44,5668,3,678564,186192,20016,2376,1323864,10459.4,467.3,54.99
40376,6/19/2017,276,9735.1,1379.13,7.06,0.44,651168,488592,60.5,0.41,5495,1,842544,285804,20304,576,914328,8905.9,375.1,53.82
40659,10/15/2017,280,10834.9,1535.13,7.06,0.46,655632,520524,53.13,0.43,2515,1,579744,364176,358884,10440,906660,9505.4,957.8,59.49
40367,6/18/2017,275,66846.9,9472.13,7.06,0.45,4131252,5000148,892.25,0.54,15847,18,101664,1980432,208728,12276,5927112,62730.2,1947.1,58.25
28739,11/3/2016,247,17056.7,2417.63,7.06,0.45,1106100,601452,57.5,0.34,5004,1,157752,635724,56772,8532,411372,15138.6,1040.3,55.51
40374,6/19/2017,268,9300.5,1316,7.07,0.45,579312,444636,46.38,0.42,3281,2,96696,372384,28980,3672,801972,8707.1,255.4,57.8
40618,9/14/2017,284,4654.3,658.75,7.07,0.41,320760,441972,37.88,0.57,1326,0,120168,167040,1440,36,405396,3412.3,1096.6,52.24
28705,10/23/2016,274,13815.8,1950.88,7.08,0.45,890460,340380,42.25,0.26,6249,8,165960,407196,342792,6048,896292,12550.5,649.5,55.86
40650,9/29/2017,274,4983.6,704,7.08,0.45,314100,43200,5.13,0.12,1452,0,221508,197640,31356,1296,318888,4685.7,131.4,57.12
28645,9/20/2016,276,8143.4,1151,7.08,0.44,527796,436608,45.88,0.44,2437,1,689940,263952,22500,612,918288,6355.2,1365.5,55.54
40693,11/6/2017,277,7704.5,1088.13,7.08,0.44,459252,19368,2.38,0.04,2080,1,125244,295164,254232,1800,1800,7433.1,95.4,60.39
40743,12/18/2017,272,7137.2,1006.88,7.09,0.49,447372,110916,10.25,0.19,2119,0,268020,241560,14868,756,260244,6253.6,15.7,57.43
40626,9/17/2017,252,5073.6,715.13,7.09,0.42,335772,157248,13.25,0.31,1152,29,1313172,30420,10764,36,389196,3444.9,19.9,54.4
40653,10/9/2017,259,2531.6,357.25,7.09,0.42,172872,29700,2.88,0.14,878,0,99144,75780,8532,36,194004,2348.7,72.5,52.72
28745,11/7/2016,262,18461.9,2599,7.1,0.45,1180836,723564,97.25,0.37,5578,5,202500,663660,41688,1368,1076688,17140.8,623.6,56.28
40692,11/6/2017,273,4279.3,602.38,7.1,0.45,295668,107496,20.75,0.25,2212,0,307908,136872,57312,36,57240,3849.8,205.6,52.1
40551,7/13/2017,274,17439.4,2456.5,7.1,0.44,1159956,611136,62.13,0.33,7478,2,201852,456228,225000,2700,1478520,15873.5,790.4,54.12
40247,5/25/2017,277,21905.4,3083.88,7.1,0.43,1391364,609408,38.5,0.29,8533,3,120852,617544,396396,4392,40104,20645.4,547.4,56.68
28451,9/9/2016,280,5999.8,845.13,7.1,0.45,374652,163008,18.75,0.29,2623,7,406404,205128,155016,7992,475848,5571.8,243.1,57.65
40638,10/2/2017,273,1926.8,271,7.11,0.45,131940,76680,20.5,0.35,1140,0,307188,45396,24048,324,69552,1717.9,110.9,52.57
39156,1/9/2017,260,23437.4,3295.63,7.11,0.45,1430280,727416,63.5,0.33,6539,13,196128,739584,57960,4932,1135836,22336.1,460.3,58.99
40547,7/10/2017,273,16697,2345.38,7.12,0.44,1158768,615708,153.13,0.33,8406,0,306432,419580,296244,360,1236528,15094.5,660.6,51.87
40667,10/17/2017,267,2067.9,290.5,7.12,0.45,131076,43632,4.25,0.24,540,2,1072116,38340,52164,144,35064,1900.9,76.7,56.79
40372,6/19/2017,277,6534.1,917.63,7.12,0.41,415764,176904,13.13,0.29,2836,4,121752,173772,128664,3024,139068,6075.9,202.3,56.58
40607,9/4/2017,274,2208.1,309.63,7.13,0.46,131904,79344,7.38,0.36,737,3,221076,64188,82872,3492,177264,2072.5,69.9,60.26
28434,8/21/2016,274,250092.3,35010,7.14,0.46,15797556,4796064,605.38,0.22,67711,98,155844,9283608,1465596,53316,6921144,234587.2,7107.9,56.99
40744,12/24/2017,272,1748.5,245,7.14,0.51,105300,84060,6.13,0.44,333,0,268020,67896,2556,108,61596,1611.2,0.4,59.78
39814,4/7/2017,262,17278.1,2419.13,7.14,0.47,1065384,424260,47.5,0.27,3506,4,278676,686052,46800,2664,501336,16334.3,471.2,58.38
40648,10/8/2017,260,2948,413,7.14,0.46,177084,10260,1,0.05,773,2,297792,114840,3708,216,173988,2837.9,41,59.93
28123,10/2/2016,267,9830.4,1376.25,7.14,0.44,633209,576598,73,0.46,3172,2,797739,177262,217253,5427,662418,8903.1,453.3,55.89
28651,10/2/2016,267,9830.4,1376.25,7.14,0.44,633204,576612,73,0.46,3172,2,797724,177264,217260,5436,662436,8903.1,453.3,55.89
40655,10/9/2017,267,10196.5,1425.13,7.15,0.44,648288,381924,42.75,0.36,2943,6,1069380,149472,215496,4032,481608,9279.6,440.3,56.62
40602,8/28/2017,268,12506.6,1748.88,7.15,0.45,775008,916812,99.5,0.53,4506,3,104040,472788,41040,5508,1392084,11702.2,396.5,58.09
40624,9/16/2017,274,4500.2,628.88,7.16,0.45,287424,117180,11.88,0.28,1246,0,221112,145584,53352,828,330660,4155.1,167.5,56.37
28438,8/21/2016,276,451472.6,63041.37,7.16,0.46,27937008,9315900,1131,0.24,130320,185,676368,16142832,1289844,158868,29668716,425908.4,12859.8,58.18
39899,4/14/2017,278,5213.2,728.5,7.16,0.43,334116,4392,0.5,0.01,2101,1,674208,142812,7956,180,282888,4857.9,162.9,56.17
28741,11/4/2016,278,305976.4,42731.75,7.16,0.43,20034252,9870696,1374.63,0.32,113843,50,637020,10478484,445500,22824,25306704,284646.9,9896.8,54.98
28431,8/21/2016,282,147718,20644.87,7.16,0.44,9540828,2040372,191,0.17,40808,17,216828,5496588,294984,14220,3241152,138490.7,4370.4,55.74
40718,11/28/2017,259,15825.9,2210.5,7.16,0.42,1086444,929736,68.13,0.44,5092,4,127404,419688,43488,684,1124028,14649.8,463.7,52.44
40639,10/2/2017,253,24703.5,3451.5,7.16,0.45,1546812,525636,59.38,0.24,11173,11,126252,620568,654444,147564,1981116,947,347.8,57.49
40587,8/17/2017,247,14391.5,2007,7.17,0.45,905544,229752,35.25,0.2,3246,0,274248,452880,31680,1656,338904,13310.7,551.9,57.21
40592,8/25/2017,280,5654.1,788.63,7.17,0.45,356580,187020,39.25,0.33,1868,0,550512,146664,111636,684,493380,5216.9,215.8,57.08
40670,10/18/2017,275,2764.9,385.88,7.17,0.45,167652,69732,9.5,0.28,643,3,138096,106524,13464,540,180756,2620.1,57.5,59.37
28432,8/21/2016,272,194492.6,27116.76,7.17,0.42,12398796,8843148,1187.5,0.4,81994,25,215640,7481412,473904,28152,9380052,86.9,6372.3,56.47
40684,11/4/2017,275,3438.7,478.88,7.18,0.44,211932,104364,9.75,0.32,928,2,139248,112572,16776,900,205344,3228.2,92.8,58.41
40614,9/8/2017,247,5512.1,768.13,7.18,0.47,329724,36504,5.25,0.1,771,0,282744,203076,20232,612,48996,5280.1,113.3,60.18
40625,9/16/2017,247,2569.2,358,7.18,0.47,152676,34992,5.63,0.18,484,0,284976,67644,80568,4284,37764,2397.9,104.5,60.58
40609,9/4/2017,264,2323.3,323.38,7.18,0.44,143280,66600,6.75,0.31,598,2,69120,115416,3852,468,98892,2235.6,28.4,58.37
28663,10/5/2016,268,15266.4,2123.63,7.19,0.44,957852,649512,75.38,0.39,5993,2,71208,583668,48888,6192,1301760,14173.7,532,57.38
28133,10/5/2016,268,15266.4,2123.63,7.19,0.44,957861,649524,75.38,0.39,5993,2,71198,583667,48885,6208,1301774,14173.7,532,57.38
40631,9/24/2017,277,6840.1,951.75,7.19,0.42,424008,34092,2.75,0.07,3327,2,123948,239184,144972,2988,29160,6464.5,167.4,58.08
40613,9/6/2017,282,2360,328.38,7.19,0.44,152280,20952,1.88,0.12,579,0,299484,96120,2304,108,122760,2235.8,52.7,55.79
40570,7/16/2017,255,1386,192.13,7.21,0.36,111600,42156,4.13,0.23,830,3,2906604,36,1692,0,51588,1107,126.8,44.71
40646,10/8/2017,257,9084.7,1259,7.22,0.44,588420,288216,34.63,0.32,3079,1,482292,336312,18612,324,738036,8146.5,588.7,55.58
40611,9/5/2017,277,2093.9,290.13,7.22,0.41,128088,37152,3.25,0.22,750,0,123156,67752,53136,900,33696,2008.3,36.4,58.85
40663,10/15/2017,277,5215.8,722.13,7.22,0.42,312336,18756,1.5,0.05,1787,2,125208,185796,165024,1332,10224,5007.8,79.9,60.12
40591,8/21/2017,278,15106.4,2092.13,7.22,0.42,1001232,949104,225,0.47,8848,5,689004,198540,28224,3132,1967112,13678.8,798.7,54.32
40635,10/1/2017,282,9187.4,1272.63,7.22,0.44,593712,243792,20.88,0.28,2454,0,302148,362988,16416,792,657648,8656.8,229.8,55.71
40106,5/1/2017,339,6244.6,863.88,7.23,0.43,402120,72396,6.13,0.14,3944,10,17532,219672,17496,1008,314028,5803.4,72,55.91
40569,7/16/2017,268,9501.8,1315,7.23,0.45,587304,656316,69.88,0.52,3151,3,98028,376668,32364,4068,1031976,8949.7,241.8,58.24
40705,11/13/2017,273,2766.3,382.5,7.23,0.45,184104,107424,18,0.36,1266,1,307944,101700,46656,36,36360,2541.8,97.1,54.09
40669,10/17/2017,262,9523.6,1317.5,7.23,0.46,590688,412524,43.63,0.4,2193,1,459612,373032,22284,792,709920,9004.4,241.8,58.04
40369,6/18/2017,262,8739.2,1206.38,7.24,0.44,570312,499752,54.38,0.45,3111,3,343656,286776,20376,1044,687060,7941.7,417.2,55.16
40674,10/23/2017,252,2657.6,366.5,7.25,0.42,172008,84636,7.5,0.32,595,8,1347336,18756,7236,0,192816,2037.7,2.8,55.62
28690,10/17/2016,273,17022.6,2349,7.25,0.44,1073592,435960,41,0.28,6791,3,287280,458316,367596,5292,1366740,15652.2,736,57.08
40573,7/16/2017,275,11354.2,1566.88,7.25,0.44,700884,1020492,243.75,0.58,3013,12,112644,335232,47808,3348,1457172,10620.4,340.7,58.32
40596,8/25/2017,275,11833.8,1631.63,7.25,0.44,738504,1385424,343.75,0.64,3113,6,128520,372384,54540,5508,1866708,11040.7,399.9,57.69
40678,10/23/2017,267,1835.9,253.25,7.25,0.44,115524,13680,1.38,0.1,429,1,1075248,30420,41760,468,32148,1697.7,70.8,57.21
40701,11/12/2017,272,9202.3,1267.63,7.26,0.47,578196,38484,3.63,0.06,3429,4,265716,229176,24840,2052,426348,7526.2,27.6,57.3
40584,8/13/2017,274,8798.5,1212.63,7.26,0.46,532152,398916,36.25,0.42,2492,0,212580,276300,248508,4068,761760,8310,240.7,59.52
28452,9/11/2016,277,104612.1,14411.13,7.26,0.4,6538644,2510388,232.75,0.27,35442,30,114372,3922092,1310688,27828,1406916,95831.9,4568.2,57.6
28042,9/19/2016,264,6871.4,946.25,7.26,0.42,450371,209949,24.75,0.3,3134,4,34075,338940,4978,200,419196,6488.2,105.6,54.93
28641,9/19/2016,264,6871.4,946.25,7.26,0.42,450360,209952,24.75,0.3,3134,4,34092,338940,4968,216,419184,6488.2,105.6,54.93
40682,11/4/2017,257,6919.4,951.13,7.27,0.43,458892,68328,7.25,0.12,2564,8,499500,229068,14652,396,307332,6058.4,522.4,54.28
28733,11/1/2016,260,23446,3225,7.27,0.44,1454364,285012,29.75,0.16,8234,15,174960,682776,68796,6984,1508508,22120.9,618.7,58.04
39660,3/24/2017,260,6701.2,921,7.28,0.45,394812,101628,9,0.2,1456,1,229068,237564,23040,1332,339156,6488.5,99.1,61.1
40594,8/25/2017,247,2837.1,389.63,7.28,0.47,170136,52488,8.75,0.23,413,0,277524,95940,11340,288,85608,2708.5,70.4,60.03
40654,10/9/2017,273,1834.4,252.13,7.28,0.43,129348,21564,2.63,0.14,1475,0,307584,42912,26172,72,25488,1564.5,154.9,51.05
40642,10/2/2017,283,3206,440.13,7.28,0.44,215208,75420,5.75,0.25,1188,0,191736,126792,3960,432,238212,1,274.6,53.63
39847,4/10/2017,339,364623.8,50027.12,7.29,0.44,23152752,10904292,963.13,0.31,215161,261,17352,12161700,740520,28728,20338524,339330.2,9559.5,56.7
40267,5/30/2017,339,10671.6,1461.5,7.3,0.42,690624,93024,17.25,0.11,7019,134,18792,342396,24984,1440,557712,9168.5,175,55.63
40453,6/26/2017,284,4650.6,636.25,7.31,0.42,297288,355392,29.25,0.53,1303,2,120132,145908,7056,720,289332,4347.1,149.1,56.32
40676,10/23/2017,283,3078.2,420.88,7.31,0.42,219636,80352,7.88,0.25,1467,4,192708,110160,5760,288,267552,0.5,254,50.45
40549,7/11/2017,278,15550.2,2126.13,7.31,0.41,1039824,1075212,241.88,0.49,9784,5,681516,202860,33516,2808,2129652,14039.5,804.7,53.84
40568,7/16/2017,276,8682.1,1187.38,7.31,0.44,565776,569772,72.5,0.49,4304,5,871524,243936,24516,1908,872568,8050.7,282.7,55.24
40271,5/30/2017,272,25765.2,3518.75,7.32,0.44,1644660,345348,34.38,0.17,8508,2,244188,860040,64548,5112,1324692,15272.2,1500.7,56.4
40745,12/24/2017,275,2759.7,376.38,7.33,0.45,167580,53064,5.25,0.23,613,4,143784,107856,10908,144,125244,2616.1,65.3,59.28
28723,10/28/2016,277,17665.3,2406.13,7.34,0.41,1087920,239076,18.88,0.17,7288,3,115524,437040,431352,9396,164052,16700.3,467.9,58.46
40672,10/19/2017,278,10178.5,1387.13,7.34,0.42,674856,266904,58.13,0.27,4927,3,695268,106956,17964,1332,917964,9339.8,438,54.3
40683,11/4/2017,262,7857.7,1071.25,7.34,0.45,483264,73944,9.13,0.13,1758,3,478260,306108,28116,1404,372600,7491.5,167.6,58.53
40632,9/25/2017,278,10850.3,1473.38,7.36,0.4,746856,354672,71.5,0.3,6002,4,692244,149148,9180,432,1097604,9890.3,425.9,52.3
39316,2/7/2017,284,20573.8,2796.75,7.36,0.43,1297512,1892376,146.75,0.58,5493,1,112068,485460,24588,1044,276552,19485.9,497.1,57.08
40658,10/11/2017,283,828.6,112.38,7.37,0.38,66312,23292,2.5,0.25,608,1,192132,21276,648,0,82044,0.2,163.3,44.98
40715,11/27/2017,284,922.8,125.25,7.37,0.35,74988,28872,3.5,0.24,671,1,120636,21312,216,0,7056,737.3,75.9,44.3
39012,11/10/2016,289,70341.2,9549.88,7.37,0.37,4980456,1081872,139.13,0.16,36636,70,612648,2164068,23976,1944,29340,62793.3,3248.3,50.84
40204,5/19/2017,276,10494.8,1423.5,7.37,0.44,678348,484596,44.88,0.4,4702,2,811800,337068,19836,2124,601776,9797.8,296.5,55.7
40571,7/16/2017,264,7390.3,1003.13,7.37,0.42,478080,323784,32.5,0.39,3267,0,63756,352224,16740,2376,364032,6971.3,153.7,55.65
28649,10/2/2016,253,6718.3,911.13,7.37,0.44,418824,685188,61.75,0.6,3265,2,17676,72,103644,105552,956052,216.2,137.6,57.75
28122,10/2/2016,253,6718.3,911.13,7.37,0.44,418827,685174,61.75,0.6,3265,2,17676,71,103654,105553,956058,216.2,137.6,57.75
40359,6/17/2017,264,8664.3,1174,7.38,0.42,559152,274500,29.25,0.32,3658,3,60552,416340,19584,3276,372780,8169.6,183.2,55.78
40589,8/21/2017,272,11719.1,1588.25,7.38,0.46,728532,260820,27.38,0.26,4039,2,250812,385452,30996,2484,942912,9551.3,22.6,57.91
40665,10/16/2017,268,5755.9,779.5,7.38,0.44,359136,203616,22.38,0.35,2026,1,109368,248292,14976,900,448164,5442.8,120.7,57.7
40183,5/15/2017,283,10823.2,1465.75,7.38,0.42,785016,234468,18.75,0.22,5874,5,173952,365040,13824,1116,804384,4.4,1248.7,49.63
40566,7/16/2017,277,9983.5,1348.25,7.4,0.4,620568,364104,27,0.36,3756,7,122688,290124,214164,1800,268272,9452.1,223.8,57.92
40590,8/21/2017,262,13816.6,1863.88,7.41,0.44,870156,1157328,150.88,0.56,3965,6,420264,445176,44172,2556,1480140,12864.3,499.5,57.16
40451,6/26/2017,255,5087,685.88,7.42,0.39,369324,109872,10.13,0.2,2812,11,2899440,0,25056,0,124704,4325.9,380.2,49.59
40643,10/3/2017,344,7618.6,1026.63,7.42,0.45,500544,159084,17.5,0.23,2878,2,1677600,293004,72720,756,131400,4217.4,2944.9,54.79
40245,5/25/2017,280,4756,639,7.44,0.45,287028,32472,3.13,0.1,1412,3,513684,179172,168336,5004,177552,4548.7,88.6,59.65
40661,10/15/2017,276,5118.7,687.13,7.45,0.44,325368,164268,14.13,0.33,2563,2,952632,133560,15732,900,340272,4749.2,173.7,56.64
40576,7/16/2017,272,8213.3,1102.38,7.45,0.43,541368,112356,9.75,0.16,3891,1,249516,227592,18576,1800,578808,6505.7,19.1,54.62
40675,10/23/2017,274,7434.7,998.5,7.45,0.43,475056,68616,7.25,0.12,2479,0,222516,222156,51120,2052,408996,6872.4,276.7,56.34
40218,5/22/2017,262,16920.3,2271.25,7.45,0.45,1053936,446184,54.25,0.29,4118,3,313920,671112,41004,1944,756864,15921.3,485.4,57.8
40623,9/16/2017,264,3698.6,495.5,7.46,0.42,235764,80172,7.25,0.24,1523,1,70200,185256,6768,1512,154764,3531.4,50.2,56.48
39861,4/11/2017,283,4668,625.38,7.46,0.42,324324,215496,15.25,0.38,1684,1,169956,187164,4428,252,312264,1.9,483.8,51.81
40150,5/9/2017,284,29785.4,3991.38,7.46,0.41,1938744,1192932,101.13,0.37,9489,7,116244,895860,35748,2736,611064,27826.9,968.7,55.31
40567,7/16/2017,262,10968,1468.13,7.47,0.44,697104,715572,88,0.5,3227,2,375084,383796,27180,1764,1027008,10173.6,398.3,56.64
28743,11/4/2016,272,15243.5,2040,7.47,0.41,987012,335916,44.25,0.24,6421,2,227088,530964,42840,1512,1121364,2284.9,1197.1,55.6
40622,9/15/2017,273,4143.7,553.75,7.48,0.43,288108,32832,4.13,0.1,2427,1,307080,86832,46188,108,116820,3755.2,160.2,51.78
40597,8/27/2017,267,5197.5,693.38,7.5,0.44,323856,454536,55.13,0.57,1399,1,1037628,71640,122040,2052,466812,4789.8,159.6,57.78
40630,9/24/2017,283,4373.1,582.5,7.51,0.42,309528,50796,4.88,0.13,2038,2,190440,179100,4500,360,327348,1.7,462.3,50.86
40716,11/27/2017,276,3149.8,418.75,7.52,0.42,214560,17856,2.13,0.07,1919,1,954036,63900,3636,144,113616,2924.7,78.7,52.85
40588,8/21/2017,277,9525.7,1267.13,7.52,0.39,608040,235944,18.13,0.27,4549,6,123120,231624,190836,1332,169200,8966.2,221.3,56.4
40689,11/5/2017,276,2180.1,288.75,7.55,0.41,149544,31284,3.25,0.16,1607,1,953496,47772,6732,756,91044,1988.5,87.4,52.48
40636,10/1/2017,276,24811.4,3286.75,7.55,0.42,1600164,1609740,148.38,0.49,12065,7,935964,732204,64584,3744,2200824,23086.2,716.5,55.82
40200,5/19/2017,264,1516.8,200.25,7.57,0.38,107748,64476,6.5,0.36,1167,3,58104,69372,684,36,78948,1384.4,40,50.68
40640,10/2/2017,277,2552.4,336.75,7.58,0.39,153864,19620,1.63,0.11,816,0,123948,99648,82332,144,26604,2467.4,24.2,59.72
40447,1/25/2000,253,3879.1,510.88,7.59,0.43,255600,59256,7.13,0.18,1133,0,103896,203400,21276,1332,299052,106.3,41.3,54.64
40629,9/20/2017,262,9489.3,1244.63,7.62,0.43,595404,557604,70.75,0.47,2674,4,444420,338436,26352,1440,834948,8862.8,299.6,57.38
40601,8/28/2017,277,2280.2,298.75,7.63,0.39,137268,73980,6,0.34,782,2,123120,63108,55584,684,50256,2196.9,34.3,59.8
40657,10/10/2017,275,15300.7,2001.5,7.64,0.42,938484,1499040,338,0.6,3869,13,137736,556416,66420,4932,2037348,14465.8,379.4,58.69
40612,9/5/2017,283,7711.7,1008,7.65,0.41,541836,173016,14.75,0.23,3561,1,189612,285768,10692,792,666252,2.2,823.4,51.24
40370,6/18/2017,272,6665.2,869.25,7.67,0.44,417060,65952,6.75,0.13,2208,2,248328,211392,13284,540,428004,5391.8,9.3,57.53
40637,10/1/2017,272,5069.2,658.38,7.7,0.44,320076,42120,3.5,0.11,2216,0,257292,136260,12888,1260,308736,4112.1,17.9,57.01
40649,9/29/2017,264,4453.6,578.13,7.7,0.4,285804,152064,16,0.33,1884,4,70488,220644,6480,792,217656,4234.6,61.9,56.1
28647,9/26/2016,282,12901.5,1672.88,7.71,0.41,826020,390384,36.75,0.31,3366,0,221256,495072,22536,720,824688,12260.8,248.6,56.23
39385,2/20/2017,283,46278.2,5979.38,7.74,0.42,3255444,1743804,133.88,0.33,19857,17,168804,1473408,43812,3528,2570040,15.8,4791.8,51.18
40664,10/16/2017,273,2349.4,303,7.75,0.46,141336,21024,3.63,0.13,601,0,307584,94572,72180,108,10332,2259.2,37.1,59.84
40628,9/19/2017,268,7502.3,968.63,7.75,0.42,459648,333108,37.25,0.41,2500,0,105768,318636,21600,828,641556,7134.6,167.1,58.76
39656,3/24/2017,283,10851.7,1394.13,7.78,0.42,739260,358092,26.63,0.31,3663,2,169848,461088,10260,648,597600,3.6,936.2,52.84
28453,9/12/2016,283,213464.4,27434.38,7.78,0.41,15282792,5001156,489.75,0.23,105412,106,148716,6836076,249012,22896,8742744,59.4,24355.7,50.28
40574,7/16/2017,283,4254.6,545.88,7.79,0.39,307512,286596,27.25,0.47,2503,3,183132,142668,8532,720,536400,1.6,583.8,49.81
40445,6/26/2017,283,13086.1,1677.88,7.8,0.4,945504,277920,26.38,0.21,6605,9,180540,442116,16992,1260,1132380,4.9,1386.6,49.83
40269,5/30/2017,284,7150.2,916.13,7.8,0.4,464436,289368,25.75,0.37,2282,1,119268,234720,8712,648,259776,6684.2,237,55.42
40627,9/18/2017,272,7700.6,974.88,7.9,0.44,479232,33516,3.25,0.06,2494,0,253656,251496,13428,900,419040,6625.8,30.7,57.85
40583,8/12/2017,283,8939.9,1125.38,7.94,0.39,634788,287136,25.5,0.3,4538,4,186876,324216,8820,432,865260,2.5,914.5,50.7
40344,6/15/2017,339,3521.5,442.75,7.95,0.37,244548,28224,2.75,0.1,2933,18,18792,100872,6552,72,226764,2856.4,28.5,51.84
40581,8/6/2017,280,3037,376.75,8.06,0.42,178740,101808,15.63,0.35,575,0,542520,92916,116136,1764,225072,2887.4,68.2,61.17
40647,10/8/2017,283,2396.4,295,8.12,0.4,161424,56988,5,0.25,859,3,191952,92628,3204,72,205812,0.5,199.7,53.44
40600,8/28/2017,272,2276,270.5,8.41,0.42,142776,17460,1.25,0.1,736,0,251316,80316,1116,36,124884,2020.4,1,57.39
28721,10/28/2016,276,120.5,12.25,9.84,0.31,9108,10656,1.75,0.5,92,2,689976,0,0,0,2952,102.2,10,47.63
